products_name,products_url,products_brand,products_sale_price,products_original_price,products_description,products_color,products_no_sale_price,style,heel type,patten
Scottie Bootie,https://www.revolve.com/sol-sana-scottie-bootie/dp/SOLS-WZ206/?d=Womens&page=1&lc=80&itrownum=16&itcurrpage=1&itview=05,Sol Sana,$53,$210,"Croc embossed leather upper with man made sole
Side zipper closure
Heel measures approx 3.75"" H
Shaft measures approx 5"" H
Revolve Style No. SOLS-WZ206
Manufacturer Style No. SS192W426N",Black Croc,,stiletto,stiletto,crocc
Ceclie Bootie,https://www.revolve.com/sol-sana-ceclie-bootie/dp/SOLS-WZ203/?d=Womens&page=1&lc=23&itrownum=26&itcurrpage=1&itview=05,Sol Sana,$67,$220,"Leather upper with man made sole
Back zipper closure
Acrylic heel measures approx 3"" H
Shaft measures approx 5"" H
Revolve Style No. SOLS-WZ203
Manufacturer Style No. SS191W301N",Black,,generic low block,block,leather
Eddie Western Bootie,https://www.revolve.com/sol-sana-eddie-western-bootie/dp/SOLS-WZ204/?d=Womens&page=1&lc=25&itrownum=27&itcurrpage=1&itview=05,Sol Sana,$82,$220,"Suede upper with man made sole
Side zipper closure
Harness straps with etched silver tone stud accents
Heel measures approx 2"" H
Revolve Style No. SOLS-WZ204
Manufacturer Style No. SS191W315N",tan,,western,block,suede
Felix Bootie,https://www.revolve.com/sol-sana-felix-bootie/dp/SOLS-WZ200/?d=Womens&page=1&lc=56&itrownum=34&itcurrpage=1&itview=05,Sol Sana,$63,$200,"Leather upper with man made sole
Front zipper closure
Silver tone stud trim
Heel measures approx 2.25"" H
Revolve Style No. SOLS-WZ200
Manufacturer Style No. SS192W408N",Black,,kitten,kitten,leather
X REVOLVE Otis Boot,https://www.revolve.com/sol-sana-x-revolve-otis-boot/dp/SOLS-WZ215/?d=Womens&page=1&lc=84&itrownum=41&itcurrpage=1&itview=05,Sol Sana,$110,$220,"Top stitched leather upper with man made sole
Pull-on styling
Elastic side gussets
Pointed toe
Heel measures approx 2"" H
Shaft measures approx 6"" H
Imported
Revolve Style No. SOLS-WZ215
Manufacturer Style No. SS202S473N",Tan,,western,block,leather
Tegan Boot II,https://www.revolve.com/sol-sana-tegan-boot-ii/dp/SOLS-WZ201/?d=Womens&page=1&lc=93&itrownum=44&itcurrpage=1&itview=05,Sol Sana,$67,$230,"Leather upper with man made sole
Side zipper closure
Harness straps with silver tone stud accents
Heel measures approx 3"" H
Imported
Revolve Style No. SOLS-WZ201
Manufacturer Style No. SS192W429N",White,,western,block,leather
Axel Boot,https://www.revolve.com/sol-sana-axel-boot/dp/SOLS-WZ193/?d=Womens&page=1&lc=7&itrownum=46&itcurrpage=1&itview=05,Sol Sana,$154,$220,"Leather upper with rubber sole
Front zip closure
Silver tone stud accents
Heel measures approx 4"" H
Imported
Revolve Style No. SOLS-WZ193
Manufacturer Style No. SS182W433N",Black,,generic low block,block,leather
Allister Bootie,,Sol Sana,$110,$220,"Patent leather upper with man made sole
Pull-on styling
Heel measures approx 2"" H
Shaft measures approx 6"" H
Revolve Style No. SOLS-WZ202
Manufacturer Style No. SS192W400N",Black & White,,western,block,patent 
Dani Sherpa Platform Boot,https://www.revolve.com/soludos-dani-sherpa-platform-boot/dp/SOLU-WZ350/?d=Womens&page=1&lc=81&itrownum=17&itcurrpage=1&itview=05,Soludos,$44 (FINAL SALE),$189,"Suede and leather upper with man-made sole
Side zipper closure
Faux fur
Heel measures approx 3"" H
Shaft measures approx 4.5"" H
Imported
Revolve Style No. SOLU-WZ350
Manufacturer Style No. 1000597",Saddle,,hiker,block,suede
Emma Bootie,https://www.revolve.com/soludos-emma-bootie/dp/SOLU-WZ343/?d=Womens&page=1&lc=58&itrownum=35&itcurrpage=1&itview=05,Soludos,$58,$169,"Suede upper with man made sole
Side zipper closure
Side elastic gusset
Heel measures approx 2"" H
Revolve Style No. SOLU-WZ343
Manufacturer Style No. 1000562",tan,,generic low block,block,suede
Harlow Lace Cozy Bootie,,Sorel,$60,$170,"Waterproof leather and felt upper with rubber traction sole
Trim: dyed lamb fur
Trim: Waterproof leather and felt upper with rubber traction sole
Trim: dyed lamb fur
Fur Origin: Australia
Lace-up front
Heel measures approx 1"" H
Imported
This item is not available for international export
Revolve Style No. SORE-WZ33
Manufacturer Style No. 1876401",brown,,wedge,wedge,leather
Lexie Wedge Bootie,,Sorel,,,"Leather, textile and suede upper with man made sole
Lace-up front
Branded patch accent
Wedge measures approx 4"" H
Imported
Revolve Style No. SORE-WZ30
Manufacturer Style No. 1808531",,$170,wedge,wedge,leather
Blake Lace Boot,,Sorel,$99,$220,"Waterproof leather and felt upper with rubber sole
Lace-up front
Heel measures approx 3.25"" H
Shaft measures approx 5"" H
Imported
Revolve Style No. SORE-WZ32
Manufacturer Style No. 1870931",Black,,heeled hiker,block,suede
Pascal Bootie,https://www.revolve.com/splendid-pascal-bootie/dp/SPLENDID-WZ198/?d=Womens&page=1&lc=78&itrownum=16&itcurrpage=1&itview=05,Splendid,$47 (FINAL SALE),$178,"Suede upper with man made sole
Side zipper closure
Ankle strap with buckle accent
Wedge measures approx 3.5"" H
Imported
Revolve Style No. SPLENDID-WZ198
Manufacturer Style No. LL1910",Light Brown,,wedge,wedge,suede
Paisley Bootie,https://www.revolve.com/splendid-paisley-bootie/dp/SPLENDID-WZ194/?d=Womens&page=1&lc=6&itrownum=22&itcurrpage=1&itview=05,Splendid,$73,$158,"Suede upper with man made sole
Pull-on styling
Heel measures approx 3"" H
Imported
Revolve Style No. SPLENDID-WZ194
Manufacturer Style No. LL1902",Brown,,western,block,suede
Heather III Bootie,https://www.revolve.com/splendid-heather-iii-bootie/dp/SPLENDID-WZ191/?d=Womens&page=1&lc=21&itrownum=26&itcurrpage=1&itview=05,Splendid,$31 (FINAL SALE),$188,"Dyed calf hair upper with man made sole
Fur origin: China
Side zipper closure
Heel measures approx 2.5"" H
Imported
This item is not available for international export
Revolve Style No. SPLENDID-WZ191
Manufacturer Style No. LL1824C",Tiger,,generic low block,block,calf hair
Pierre Bootie,https://www.revolve.com/splendid-pierre-bootie/dp/SPLENDID-WZ196/?d=Womens&page=1&lc=22&itrownum=26&itcurrpage=1&itview=05,Splendid,$83,$148,"Suede upper with man made sole
Side zipper closure
Heel measures approx 2.25"" H
Shaft measures approx 6"" H
Imported
Revolve Style No. SPLENDID-WZ196
Manufacturer Style No. LL1928",Black,,generic low block,block,suede
Platt Bootie,https://www.revolve.com/splendid-platt-bootie/dp/SPLENDID-WZ197/?d=Womens&page=1&lc=28&itrownum=27&itcurrpage=1&itview=05,Splendid,$35 (FINAL SALE),$148,"Suede upper with man made sole
Side zipper closure
Wedge measures approx 3"" H
Imported
Revolve Style No. SPLENDID-WZ197
Manufacturer Style No. LL1929",black,,wedge,wedge,suede
Harlee Bootie,https://www.revolve.com/splendid-harlee-bootie/dp/SPLENDID-WZ190/?d=Womens&page=1&lc=81&itrownum=41&itcurrpage=1&itview=05,Splendid,$58,$168,"Suede upper with man made sole
Side zipper closure
Heel measures approx 2.5"" H
Imported
Revolve Style No. SPLENDID-WZ190
Manufacturer Style No. LL1810",Brown,,generic low block,block,suede
Subtle Ankle Bootie,https://www.revolve.com/steve-madden-subtle-ankle-bootie/dp/SMAD-WZ556/?d=Womens&page=1&lc=55&itrownum=10&itcurrpage=1&itview=05,Steve Madden,$49,$130,"Snake skin embossed faux leather upper with man made sole
Pull-on styling
Side elastic gussets
Heel measures approx 3.5"" H
Shaft measures approx 5"" H
Imported
Revolve Style No. SMAD-WZ556
Manufacturer Style No. SUBTLE",Grey Snake,,generic low block,block,snake
Rookie Bootie,https://www.revolve.com/steve-madden-rookie-bootie/dp/SMAD-WZ562/?d=Womens&page=1&lc=56&itrownum=10&itcurrpage=1&itview=05,Steve Madden,$57,$102,"Snake embossed faux leather with man made sole
Pull-on styling
Shaft cut-out
Heel measures approx 3.5"" H
Imported
Revolve Style No. SMAD-WZ562
Manufacturer Style No. ROOK01S1",Beige Snake,,generic low block,block,snake
Almighty Bootie,https://www.revolve.com/steve-madden-almighty-bootie/dp/SMAD-WZ626/?d=Womens&page=1&lc=58&itrownum=11&itcurrpage=1&itview=05,Steve Madden,$68,$112,"Suede upper with man made sole
Pull-on styling
Shaft cut-out
Heel measures approx 2.5"" H
Shaft measures approx 4.5"" H
Imported
Revolve Style No. SMAD-WZ626
Manufacturer Style No. ALMIGHTY",Tan Suede,,generic low block,block,suede
Nadalie Bootie,https://www.revolve.com/steve-madden-nadalie-bootie/dp/SMAD-WZ603/?d=Womens&page=1&lc=67&itrownum=13&itcurrpage=1&itview=05,Steve Madden,$53,$110,"Snake embossed faux leather upper with man made sole
Side zipper closure
Heel measures approx 3"" H
Shaft measures approx 4.75"" H
Imported
Revolve Style No. SMAD-WZ603
Manufacturer Style No. NADALIE",Tan Snake,,generic low block,block,snake
Atlas Bootie,https://www.revolve.com/steve-madden-atlas-bootie/dp/SMAD-WZ610/?d=Womens&page=1&lc=68&itrownum=13&itcurrpage=1&itview=05,Steve Madden,$66,$110,"Leather upper with rubber sole
Metal round stud accents
Pointed toe
Heel measures approx 3"" H
Imported
Revolve Style No. SMAD-WZ610
Manufacturer Style No. ATLAS",Black Leather,,open back,block,leather
Ladon Bootie,https://www.revolve.com/steve-madden-ladon-bootie/dp/SMAD-WZ584/?d=Womens&page=1&lc=85&itrownum=18&itcurrpage=1&itview=05,Steve Madden,$72,$130,"Croc embossed faux leather upper with man made sole
Pull-on styling
Elasticized side gussets
Heel measures approx 4"" H
Platform measures approx 0.75"" H
Imported
Revolve Style No. SMAD-WZ584
Manufacturer Style No. LADON",Black Crocodile,,heeled hiker,block,crocc
Therese Bootie,https://www.revolve.com/steve-madden-therese-bootie/dp/SMAD-WZ572/?d=Womens&page=1&lc=96&itrownum=20&itcurrpage=1&itview=05,Steve Madden,$91,$130,"Suede upper with man made sole
Side zipper closure
Heel measures approx 3.5"" H
Shaft measures approx 5"" H
Imported
Revolve Style No. SMAD-WZ572
Manufacturer Style No. THERESE",Brown Suede,,retro block,block,suede
Alyse Bootie,https://www.revolve.com/steve-madden-alyse-bootie/dp/SMAD-WZ625/?d=Womens&page=1&lc=1&itrownum=21&itcurrpage=1&itview=05,Steve Madden,,,"Leather upper with man made sole
Back zipper closure
Pointed toe
Heel measures approx 3.25"" H
Imported
Revolve Style No. SMAD-WZ625
Manufacturer Style No. ALYSE",white,$132,western,block,leather
Howdy Boot,https://www.revolve.com/steve-madden-howdy-boot/dp/SMAD-WZ599/?d=Womens&page=1&lc=11&itrownum=23&itcurrpage=1&itview=05,Steve Madden,$110,$169,"Leather upper with man made sole
Pull-on styling
Snakeskin embossed leather trim
Heel measures approx 2.75"" H
Shaft measures approx 8"" H
Imported
Revolve Style No. SMAD-WZ599
Manufacturer Style No. HOWD01S1",White,,western,block,leather
Alyse Bootie,https://www.revolve.com/steve-madden-alyse-bootie/dp/SMAD-WZ613/?d=Womens&page=1&lc=12&itrownum=23&itcurrpage=1&itview=05,Steve Madden,$84,$140,"Snake embossed faux leather upper with man made sole
Back zipper closure
Round metal stud accents
Pointed toe
Heel measures approx 3"" H
Imported
Revolve Style No. SMAD-WZ613
Manufacturer Style No. ALYSE-S",snake,,western,block,snake
Revised Bootie,https://www.revolve.com/steve-madden-revised-bootie/dp/SMAD-WZ615/?d=Womens&page=1&lc=26&itrownum=27&itcurrpage=1&itview=05,Steve Madden,$68,$130,"Leather upper with rubber sole
Pull-on styling
Side elastic gussets
Platform measures approx 1"" H
Heel measures approx 4.25"" H
Shaft measures approx 4.5"" H
Imported
Revolve Style No. SMAD-WZ615
Manufacturer Style No. REVISED",Black,,generic high block,block,leather
Open Sided Western Bootie,https://www.revolve.com/steve-madden-open-sided-western-bootie/dp/SMAD-WZ646/?d=Womens&page=1&lc=27&itrownum=27&itcurrpage=1&itview=05,Steve Madden,,,"Top stitched suede upper with man made sole
Pull-on styling
Side cut-outs
Pointed toe
Heel measures approx 2.5"" H
Imported
Revolve Style No. SMAD-WZ646
Manufacturer Style No. OPEN SIDE",Tan ,$132,western,block,suede
Subtle Bootie,https://www.revolve.com/steve-madden-subtle-bootie/dp/SMAD-WZ570/?d=Womens&page=1&lc=32&itrownum=28&itcurrpage=1&itview=05,Steve Madden,$68,$130,"Croc embossed faux leather upper with man made sole
Pull-on styling
Side elastic gussets
Heel measures approx 3.5"" H
Shaft measures approx 4.5"" H
Imported
Revolve Style No. SMAD-WZ570
Manufacturer Style No. SUBT01S1",Brown ,,generic high block,block,crocc
Rookie Bootie,https://www.revolve.com/steve-madden-rookie-bootie/dp/SMAD-WZ600/?d=Womens&page=1&lc=33&itrownum=29&itcurrpage=1&itview=05,Steve Madden,$60,$108,"Smooth leather and snake embossed patent leather upper with man made sole
Pull-on styling
Heel measures approx 3.5"" H
Imported
Revolve Style No. SMAD-WZ600
Manufacturer Style No. ROOKIE",Black,,generic low block,block,snake
Chels Bootie,https://www.revolve.com/steve-madden-chels-bootie/dp/SMAD-WZ617/?d=Womens&page=1&lc=65&itrownum=37&itcurrpage=1&itview=05,Steve Madden,$93,$132,"Snake embossed faux leather upper with man made sole
Side zipper closure
Side elastic gussets
Pointed toe with silver-tone hardware
Heel measures approx 3"" H
Shaft measures approx 5.75"" H
Imported
Revolve Style No. SMAD-WZ617
Manufacturer Style No. CHELS",Tan Snake,,western,block,snake
Grate Platform Bootie,https://www.revolve.com/steve-madden-grate-platform-bootie/dp/SMAD-WZ558/?d=Womens&page=1&lc=76&itrownum=39&itcurrpage=1&itview=05,Steve Madden,$42 (FINAL SALE),$130,"Snakeskin embossed faux leather upper with man made sole
Side zipper closure
Heel measures approx 4"" H
Platform measures approx 1"" H
Imported
Revolve Style No. SMAD-WZ558
Manufacturer Style No. GRAT05S1098-B",Tan Snake,,retro block,block,snake
Missie Bootie,https://www.revolve.com/steve-madden-missie-bootie/dp/SMAD-WZ538/?d=Womens&page=1&lc=90&itrownum=43&itcurrpage=1&itview=05,Steve Madden,$62,$110,"Leather upper with man made sole
Side zipper closure
Heel measures approx 2.5"" H
Imported
Revolve Style No. SMAD-WZ538
Manufacturer Style No. MISSIE",Black Leather,,generic low block,block,leather
Daily Heel,https://www.revolve.com/steve-madden-daily-heel/dp/SMAD-WZ539/?d=Womens&page=1&lc=3&itrownum=45&itcurrpage=1&itview=05,Steve Madden,$68,$130,"Croc embossed leather upper with man made sole
Ankle strap with buckle closure
Heel measures approx 4"" H
Made in Brazil
Revolve Style No. SMAD-WZ539
Manufacturer Style No. DAILY",White Crocco,,open back,stiletto,crocc
Zora Ankle Boot,https://www.revolve.com/steve-madden-zora-ankle-boot/dp/SMAD-WZ573/?d=Womens&page=1&lc=4&itrownum=45&itcurrpage=1&itview=05,Steve Madden,$72,$150,"Leather upper with man made sole
Pull-on styling
Metal toe and heel detail
Heel measures approx 3"" H
Shaft measures approx 5"" H
Imported
Revolve Style No. SMAD-WZ573
Manufacturer Style No. ZORA01S1",Black,,western,block,leather
Husky Boot,,Steve Madden,$73,$130,,white,,hiker,flat,leather
Atlas Bootie,,Steve Madden,$66,$110,"Leather upper with rubber sole
Metal round stud accents
Pointed toe
Heel measures approx 3"" H
Imported
Revolve Style No. SMAD-WZ610
Manufacturer Style No. ATLAS",black,,open back,block,leather
Vela Rhinestone Bootie,,Steve Madden,$107,$140,"Knit textile upper with man made sole
Pull-on styling
Crystal embellished
Heel measures approx 4.25"" H
Shaft measures approx 6"" H
Imported
Revolve Style No. SMAD-WZ559
Manufacturer Style No. VELA01S1993-B",beige,,stiletto,stiletto,fabric
Virgo Bootie,https://www.revolve.com/stuart-weitzman-virgo-bootie/dp/STUA-WZ275/?d=Womens&page=1&lc=45&itrownum=32&itcurrpage=1&itview=05,Stuart Weitzman,$111 (FINAL SALE),$650,"Suede upper with rubber sole
Pull-on styling
Buckle accent
Heel measures approx 3.5"" H
Shaft measures approx 7"" H
Made in Spain
This item is not available for international export
Revolve Style No. STUA-WZ275
Manufacturer Style No. VIRGO",Black,,buckle,block,suede
Ares Bootie,,Stuart Weitzman,$138 (FINAL SALE),$625,"Suede upper with leather sole
Side zipper closure
Heel measures approx 3.5"" H
Platform measures approx 1.5"" H
Shaft measures approx 6"" H
Made in Spain
This item is not available for international export
Revolve Style No. STUA-WZ272
Manufacturer Style No. ARES",black,,retro block,block,suede
Wren Bootie,,Stuart Weitzman,$231,$525,"Snakeskin embossed leather textile upper with man made sole
Stretch fabric
Pull-on styling
Heel measures approx 4"" H
Made in Spain
This item is not available for international export
Revolve Style No. STUA-WZ267
Manufacturer Style No. WREN 95",Red & Black Snake,,stiletto,stiletto,snake
Amber Bootie,https://www.revolve.com/superdown-amber-bootie/dp/BTWR-WZ49/?d=Womens&page=1&lc=39&itrownum=6&itcurrpage=1&itview=05,superdown,$45,$98,"Snake embossed faux leather upper with man made sole
Side zip closure
Heel measures approx 4"" H
Revolve Style No. BTWR-WZ49
Manufacturer Style No. BTBS483 H17",Red,,stiletto,stiletto,snake
Lee Bootie,,superdown,$90,$128,"Manmade upper and sole
Side zip closure
Lace-up front with buckle accents
Stacked heel
Heel measures approx 3.5"" H
Shaft measures approx 5"" H
Imported
Revolve Style No. SPDW-WZ13
Manufacturer Style No. SDSH31 F19",Black,,buckle,block,leather
Callen Bootie,,superdown,$58,$198,,black,,buckle,block,leather
Freddie Bootie,https://www.revolve.com/tony-bianco-freddie-bootie/dp/TONR-WZ76/?d=Womens&page=1&lc=53&itrownum=10&itcurrpage=1&itview=05,Tony Bianco,,,"Leather upper with man made sole
Side zip closure
Heel measures approx 4.5"" H
Revolve Style No. TONR-WZ76
Manufacturer Style No. FREDDIE",White Capretto,$139,stiletto,stiletto,leather
Ilyssa Bootie,https://www.revolve.com/tony-bianco-ilyssa-bootie/dp/TONR-WZ279/?d=Womens&page=1&lc=64&itrownum=12&itcurrpage=1&itview=05,Tony Bianco,$124,$225,"Leather upper with man made sole
Pull-on styling
Elastic side gussets
Square toe
Heel measures approx 3.5"" H
Shaft measures approx 5"" H
Imported
Revolve Style No. TONR-WZ279
Manufacturer Style No. ILYSSA",Black Como,,generic high block,block,leather
Davis Bootie,https://www.revolve.com/tony-bianco-davis-bootie/dp/TONR-WZ235/?d=Womens&page=1&lc=65&itrownum=13&itcurrpage=1&itview=05,Tony Bianco,$50 (FINAL SALE),$192,"Glitter stretch knit upper with man made sole
Pull-on styling
Heel measures approx 4"" H
Shaft measures approx 7"" H
Revolve Style No. TONR-WZ235
Manufacturer Style No. DAVIS",Black Stretch Glitter,,stiletto,stiletto,leather
Gessy Bootie,https://www.revolve.com/tony-bianco-gessy-bootie/dp/TONR-WZ179/?d=Womens&page=1&lc=74&itrownum=15&itcurrpage=1&itview=05,Tony Bianco,$69,$202,"Leather upper with man made sole
Side zipper closure
Heel measures approx 2.5"" H
Shaft measures approx 4.5"" H
Imported
Revolve Style No. TONR-WZ179
Manufacturer Style No. GESSY",Natural Snake,,kitten,kitten,leather
Glam Bootie,https://www.revolve.com/tony-bianco-glam-bootie/dp/TONR-WZ237/?d=Womens&page=1&lc=89&itrownum=19&itcurrpage=1&itview=05,Tony Bianco,$69,$243,"Leather upper with man made sole
Side zipper closure
Lucite heel
Heel measures approx 2.5"" H
Revolve Style No. TONR-WZ237
Manufacturer Style No. GLAM",Black Como,,kitten,kitten,leather
Brazen Bootie,https://www.revolve.com/tony-bianco-brazen-bootie/dp/TONR-WZ143/?d=Womens&page=1&lc=91&itrownum=19&itcurrpage=1&itview=05,Tony Bianco,,,"Leather upper with man made sole
Side zip closure
Heel measures approx 3"" H
Imported
Revolve Style No. TONR-WZ143
Manufacturer Style No. BRAZEN",Black Luxe,$166,generic low block,block,leather
Berta Bootie,https://www.revolve.com/tony-bianco-berta-bootie/dp/TONR-WZ277/?d=Womens&page=1&lc=4&itrownum=21&itcurrpage=1&itview=05,Tony Bianco,$124,$225,"Leather upper with man made sole
Side zipper closure
Pointed toe
Heel measures approx 3.5"" H
Shaft measures approx 5"" H
Imported
Revolve Style No. TONR-WZ277
Manufacturer Style No. BERTA",white,,kitten,kitten,leather
Gloss Bootie,https://www.revolve.com/tony-bianco-gloss-bootie/dp/TONR-WZ273/?d=Womens&page=1&lc=36&itrownum=29&itcurrpage=1&itview=05,Tony Bianco,$135,$225,"Croc embossed leather upper with man made sole
Pull-on styling
Side gusset detail
Back pull-on tab
Snip toe
Stacked heel
Heel measures approx 3"" H
Shaft measures approx 4.5"" H
Imported
Revolve Style No. TONR-WZ273
Manufacturer Style No. GLOSS",White,,western,block,crocc
Bello Bootie,https://www.revolve.com/tony-bianco-bello-bootie/dp/TONR-WZ136/?d=Womens&page=1&lc=46&itrownum=32&itcurrpage=1&itview=05,Tony Bianco,,,"Leather upper with man made sole
Pull-on styling
Side elastic gussets
Heel measures approx 3.25"" H
Imported
Revolve Style No. TONR-WZ136
Manufacturer Style No. BELLO",Black,$166,chelsea,block,leather
Lorena Bootie,https://www.revolve.com/tony-bianco-lorena-bootie/dp/TONR-WZ272/?d=Womens&page=1&lc=47&itrownum=32&itcurrpage=1&itview=05,Tony Bianco,$94,$260,"Snakeskin embossed leather upper with man made sole
Pull-on styling
Side pull-on tabs
Almond toe
Iridescent finish
Heel measures approx 4"" H
Shaft measures approx 5.5"" H
Imported
Revolve Style No. TONR-WZ272
Manufacturer Style No. LORENA",snake,,generic high block,block,snake
Sabana Boot,https://www.revolve.com/tony-bianco-sabana-boot/dp/TONR-WZ118/?d=Womens&page=1&lc=49&itrownum=33&itcurrpage=1&itview=05,Tony Bianco,$113,$187,"Leather upper with rubber sole
Stretch fit
Ankle straps with metallic ring and buckle accent
Heel measures approx 2"" H
Imported
Revolve Style No. TONR-WZ118
Manufacturer Style No. SABANA",Black,,buckle,block,leather
Hampton Bootie,https://www.revolve.com/tony-bianco-hampton-bootie/dp/TONR-WZ206/?d=Womens&page=1&lc=54&itrownum=34&itcurrpage=1&itview=05,Tony Bianco,,,"Leather upper with man made sole
Pull-on styling
Side elastic gussets
Heel measures approx 2.5"" H
Imported
Revolve Style No. TONR-WZ206
Manufacturer Style No. HAMPTON",Black,$181,chelsea,block,leather
Lavida Boot,https://www.revolve.com/tony-bianco-lavida-boot/dp/TONR-WZ200/?d=Womens&page=1&lc=78&itrownum=40&itcurrpage=1&itview=05,Tony Bianco,$72,$217,"Snakeskin embossed leather upper and leather sole
Pull-on styling
Heel measures approx 4"" H
Revolve Style No. TONR-WZ200
Manufacturer Style No. LAVIDA",Red & Black Snake,,generic high block,block,snake
Bailey Bootie,https://www.revolve.com/tony-bianco-bailey-bootie/dp/TONR-WZ144/?d=Womens&page=1&lc=85&itrownum=42&itcurrpage=1&itview=05,Tony Bianco,,,"Leather upper with man made sole
Side zip closure
Silver tone stud accents
Heel measures approx 3"" H
Imported
Revolve Style No. TONR-WZ144
Manufacturer Style No. BAILEY",Black,$187,generic low block,block,leather
Diddy Heel,,Tony Bianco,$47,$120,"Textile upper with man made sole
Pull on styling
Heel measures approx 4"" H
Revolve Style No. TONR-WZ43
Manufacturer Style No. DIDDY",Green,,generic high block,block,fabric
Scout Boot,,Tony Bianco,$66,$234,"Leather upper with man made sole
Pull-on styling
Heel measures approx 3"" H
Shaft measures approx 6.5"" H
Imported
Revolve Style No. TONR-WZ198
Manufacturer Style No. SCOUT",Black,,western,block,leather
Isola Bootie,,Tony Bianco,,,"Croc embossed leather upper with man made sole
Side zipper closure
Square toe
Stacked heel
Heel measures approx 4"" H
Shaft measures approx 5.5"" H
Imported
Revolve Style No. TONR-WZ311
Manufacturer Style No. ISOLA",brown crocc,$225,generic high block,block,crocc
Redwood Boot,https://www.revolve.com/ugg-redwood-boot/dp/UGGR-WZ50/?d=Womens&page=1&lc=70&itrownum=38&itcurrpage=1&itview=05,UGG,$76,$175,"Leather and cow suede upper with man made sole
Lace-up front
Heel measures approx 3.5"" H
Imported
Revolve Style No. UGGR-WZ50
Manufacturer Style No. 1103791",Black,,hiker,block,suede
Classic Mini II Bootie,https://www.revolve.com/ugg-classic-mini-ii-bootie/dp/UGGR-WZ9/?d=Womens&page=1&lc=86&itrownum=42&itcurrpage=1&itview=05,UGG,,,"Suede upper with rubber sole
Real dyed shearling fur lining
Fur Origin: Australia
Nylon binding
Water and stain resistant design
Pull-tab back detail
Platform measures approx 1"" H
Shaft measures approx 5"" H
Imported
This item is not available for international export
Revolve Style No. UGGR-WZ9
Manufacturer Style No. 1016222",Tan,$150,slipper,flat,suede
Valory Boot,https://www.revolve.com/ugg-valory-boot/dp/UGGR-WZ69/?d=Womens&page=1&lc=1&itrownum=69&itcurrpage=1&itview=05,UGG,$135,$225,"Waterproof suede and leather upper with rubber sole
Lace-up front
UGGpure wool tongue and insole
Seam-sealed waterproof construction
Embossed logo
Wedge measures approx 3"" H
Shaft measures 4.5"" H
Imported
Revolve Style No. UGGR-WZ69
Manufacturer Style No. 1103830",black,,wedge,wedge,suede
Devorah Boot,,UGG,$104,$160,"Waterproof suede upper with real dyed shearling lining and rubber sole
Fur Origin: Australia
Pull-on styling
UGGpure wool insole
Seam-sealed waterproof construction
Wedge measures approx 2.5"" H
Shaft measures 4.5"" H
Imported
This item is not available for international export
Revolve Style No. UGGR-WZ68
Manufacturer Style No. 1103824",Tan ,,wedge,wedge,suede
Classic Femme Mini Boot,,UGG,,,"Suede upper with man made sole
UGGpure wool lining
Pull-on styling
Wedge measures approx 3"" H
Imported
Revolve Style No. UGGR-WZ76
Manufacturer Style No. 1104609",Grey,$170,wedge,wedge,suede
Fluff Mini Quilted Bootie,,UGG,,,"Suede upper with Treadlite by UGG rubber sole
Real dyed shearling fur lining and trim
Fur Origin: Australia
Nylon binding
Pull-tab back detail
Imported
This item is not available for international export
Revolve Style No. UGGR-WZ34
Manufacturer Style No. 1098533",Grey,$170,slipper,flat,suede
Ermania Bootie,,Vince Camuto,$75,$150,"Leather upper with man made sole
Lace-up front
Side zipper closure
Heel measures approx 4"" H
Platform measures approx 1"" H
Shaft measures approx 5"" H
Imported
Revolve Style No. VCAM-WZ286
Manufacturer Style No. ERMANIA",Black,,heeled hiker,block,leather
